timestamp,latitude,longitude,altitude,heading,pitch,roll,ve,vn,vu,ae,an,au,vheading,vpitch,vroll
1783590280000,48.074481,170.360488,3493.786000,358.450000,1.660000,-8.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590280000,48.074859,170.360435,3493.465600,357.410000,1.490000,-8.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590284000,48.075317,170.360351,3492.824800,355.920000,1.710000,-8.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590285000,48.075778,170.360252,3492.344200,354.210000,1.810000,-8.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590286000,48.076503,170.360069,3491.863600,351.270000,2.010000,-8.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590287000,48.077045,170.359893,3491.863600,349.070000,2.370000,-7.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590288000,48.077499,170.359733,3491.863600,347.310000,2.650000,-7.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590288000,48.077842,170.359603,3492.023800,345.980000,2.700000,-7.660000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590289000,48.078472,170.359329,3492.664600,343.600000,2.960000,-7.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590290000,48.078716,170.359214,3492.824800,342.870000,2.990000,-7.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590291000,48.079151,170.359001,3492.985000,341.510000,2.840000,-7.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590292000,48.079654,170.358726,3493.465600,339.600000,2.880000,-7.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590293000,48.079986,170.358535,3493.786000,338.590000,2.740000,-7.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590294000,48.080390,170.358283,3494.266600,337.160000,2.800000,-7.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590295000,48.080799,170.358016,3495.067600,336.220000,2.530000,-6.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590296000,48.081188,170.357742,3495.548200,335.040000,2.690000,-5.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590297000,48.081954,170.357162,3495.868600,332.680000,2.560000,-6.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590298000,48.082115,170.357040,3495.868600,331.910000,2.460000,-6.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590299000,48.082485,170.356727,3495.548200,330.460000,2.810000,-6.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590300000,48.082927,170.356338,3495.067600,328.790000,2.410000,-6.690000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590301000,48.083213,170.356079,3494.747200,327.250000,3.070000,-6.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590302000,48.083560,170.355735,3494.426800,325.220000,2.650000,-7.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590303000,48.083911,170.355377,3494.426800,323.940000,3.400000,-7.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590304000,48.084255,170.355010,3494.426800,322.070000,3.680000,-6.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590305000,48.084777,170.354400,3495.067600,320.050000,3.690000,-6.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590306000,48.085174,170.353912,3496.349200,318.330000,3.780000,-6.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590307000,48.085483,170.353507,3497.470600,316.890000,3.920000,-6.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590307000,48.085861,170.352989,3498.592000,315.360000,3.660000,-6.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590307000,48.086032,170.352745,3499.072600,314.540000,3.550000,-7.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590311000,48.086330,170.352302,3499.713400,312.890000,3.260000,-7.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590312000,48.086669,170.351760,3500.194000,311.000000,2.930000,-7.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590313000,48.086948,170.351303,3500.514400,309.430000,2.840000,-7.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590314000,48.087154,170.350944,3500.834800,308.120000,2.690000,-7.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590315000,48.087421,170.350456,3500.995000,306.350000,2.780000,-7.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590315000,48.087669,170.349975,3501.315400,304.770000,2.850000,-7.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590316000,48.087913,170.349479,3501.635800,303.270000,2.750000,-7.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590317000,48.088245,170.348762,3501.956200,301.370000,2.360000,-7.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590318000,48.088466,170.348243,3502.276600,299.860000,2.000000,-7.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590319000,48.088718,170.347618,3502.276600,298.200000,1.920000,-6.870000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590320000,48.088924,170.347084,3502.436800,296.540000,1.740000,-7.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590321000,48.089073,170.346664,3502.597000,295.170000,1.890000,-7.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590322000,48.089260,170.346107,3502.436800,293.370000,2.150000,-6.830000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590323000,48.089431,170.345565,3502.276600,291.990000,2.050000,-7.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590324000,48.089599,170.345008,3502.116400,290.650000,2.070000,-7.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590325000,48.089752,170.344451,3501.796000,289.110000,1.920000,-7.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590326000,48.090000,170.343437,3501.155200,286.150000,1.420000,-7.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590327000,48.090099,170.342979,3500.995000,284.540000,1.910000,-6.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590328000,48.090217,170.342399,3500.834800,282.950000,2.070000,-6.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590329000,48.090324,170.341804,3500.995000,281.230000,1.770000,-7.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590330000,48.090419,170.341217,3500.995000,279.050000,2.350000,-8.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590331000,48.090522,170.340484,3501.155200,277.390000,2.400000,-7.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590332000,48.090579,170.340019,3500.995000,276.560000,2.840000,-6.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590333000,48.090641,170.339401,3500.514400,275.270000,2.560000,-8.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590333000,48.090694,170.338798,3499.873600,273.330000,2.570000,-8.490000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590336000,48.090740,170.338043,3499.072600,270.910000,2.550000,-8.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590337000,48.090759,170.337562,3498.592000,269.500000,2.540000,-8.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590338000,48.090774,170.336944,3497.951200,267.640000,2.710000,-8.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590339000,48.090770,170.336067,3497.470600,264.940000,2.930000,-8.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590340000,48.090732,170.334960,3497.630800,262.050000,2.910000,-7.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590341000,48.090724,170.334831,3497.630800,261.740000,2.910000,-7.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590342000,48.090679,170.334197,3498.111400,260.020000,2.660000,-7.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590342000,48.090621,170.333587,3498.912400,258.680000,2.970000,-6.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590343000,48.090553,170.332969,3499.873600,257.670000,2.880000,-6.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590344000,48.090476,170.332359,3500.995000,256.700000,2.900000,-6.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590345000,48.090389,170.331741,3501.796000,255.400000,2.850000,-6.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590346000,48.090290,170.331138,3502.597000,254.320000,2.470000,-6.990000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590347000,48.090118,170.330192,3503.237800,252.680000,1.950000,-7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590348000,48.089996,170.329589,3503.398000,251.310000,1.510000,-7.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590349000,48.089862,170.328994,3503.558200,249.570000,1.550000,-8.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590350000,48.089649,170.328155,3503.077600,246.880000,1.110000,-8.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590351000,48.089557,170.327819,3502.757200,245.830000,1.430000,-7.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590352000,48.089389,170.327232,3502.116400,243.910000,1.190000,-8.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590353000,48.089214,170.326660,3501.315400,241.730000,1.480000,-8.210000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590354000,48.089019,170.326087,3500.354200,239.730000,1.360000,-8.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590355000,48.088821,170.325531,3499.553200,237.560000,1.830000,-8.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590356000,48.088603,170.324974,3498.912400,235.610000,1.970000,-8.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590357000,48.088378,170.324432,3498.431800,233.880000,1.950000,-8.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590358000,48.088035,170.323677,3498.271600,232.230000,2.600000,-7.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590359000,48.087787,170.323158,3498.111400,230.990000,2.470000,-8.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590360000,48.087524,170.322639,3497.951200,229.090000,2.530000,-7.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590361000,48.087261,170.322151,3497.951200,227.460000,2.250000,-7.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590361000,48.086921,170.321548,3497.951200,225.740000,2.510000,-7.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590361000,48.086696,170.321182,3497.951200,224.790000,2.380000,-7.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590365000,48.086406,170.320716,3498.111400,223.280000,2.420000,-7.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590366000,48.086105,170.320266,3498.431800,221.850000,2.100000,-7.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590367000,48.085800,170.319816,3498.912400,220.240000,2.390000,-7.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590368000,48.085304,170.319145,3499.713400,218.500000,2.450000,-7.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590369000,48.084922,170.318664,3500.033800,217.510000,2.240000,-6.540000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590369000,48.084663,170.318351,3499.713400,216.140000,2.380000,-6.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590370000,48.084335,170.317970,3499.393000,213.710000,1.490000,-7.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590371000,48.084003,170.317604,3498.752200,212.080000,1.940000,-7.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590372000,48.083671,170.317253,3497.951200,211.870000,2.480000,-7.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590373000,48.083251,170.316833,3496.509400,210.100000,2.050000,-6.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590374000,48.082988,170.316581,3495.708400,209.110000,2.040000,-5.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590375000,48.082637,170.316261,3495.067600,207.870000,2.110000,-7.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590376000,48.082206,170.315895,3495.388000,206.770000,2.790000,-6.210000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590377000,48.081920,170.315658,3495.868600,206.270000,2.490000,-5.660000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590378000,48.081562,170.315383,3496.349200,204.600000,1.460000,-6.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590379000,48.081024,170.314987,3496.189000,203.520000,0.480000,-7.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590380000,48.080642,170.314727,3495.548200,202.740000,0.280000,-6.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590381000,48.080162,170.314422,3494.907400,200.440000,0.500000,-8.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590382000,48.079757,170.314186,3494.747200,198.410000,0.040000,-7.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590383000,48.079429,170.314002,3494.747200,197.100000,0.810000,-8.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590384000,48.079006,170.313796,3495.227800,195.310000,0.560000,-7.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590385000,48.078571,170.313591,3495.868600,193.750000,1.210000,-6.760000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590386000,48.078140,170.313407,3496.669600,192.640000,0.770000,-7.490000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590387000,48.077690,170.313240,3497.630800,191.600000,1.550000,-7.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590387000,48.076885,170.312965,3500.194000,189.490000,1.820000,-6.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590390000,48.076526,170.312866,3501.956200,188.550000,3.120000,-6.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590391000,48.076061,170.312751,3504.359200,187.280000,3.770000,-7.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1783590392000,48.075313,170.312583,3509.325400,184.820000,4.900000,-6.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
